$FLYS,1
$VAR,FIRMWARE_VER,v2023.09.22
$VAR,DEVICE_ID,003b0020484e501420353131
$VAR,SESSION_ID,e5e2a45aa70479e954e2b2c3
$COL,GNSS,time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,numSV
$UNIT,GNSS,,deg,deg,m,m/s,m/s,m/s,m,m,m/s,
$DATA
$GNSS,2024-09-07T11:59:43.600Z,50.8486586,3.1446551,40.250,5.38,5.96,11.02,192.717,220.973,13.61,4
$GNSS,2024-09-07T11:59:44.200Z,50.8485998,3.1446004,33.865,2.42,6.07,5.65,100.028,97.928,5.92,6
$GNSS,2024-09-07T11:59:44.400Z,50.8486456,3.1448255,16.969,0.02,3.43,2.46,43.099,50.531,3.50,7
$GNSS,2024-09-07T11:59:44.600Z,50.8486294,3.1448030,19.177,-0.60,0.74,0.78,28.303,33.400,1.25,11
$GNSS,2024-09-07T11:59:44.800Z,50.8486254,3.1447953,19.576,-0.34,0.55,0.19,22.814,28.022,0.90,13
$GNSS,2024-09-07T11:59:45.000Z,50.8486216,3.1447948,19.911,-0.12,0.40,0.70,20.762,24.230,1.02,10
$GNSS,2024-09-07T11:59:45.200Z,50.8486225,3.1447957,19.992,-0.05,0.06,0.23,18.410,20.534,0.94,12
$GNSS,2024-09-07T11:59:45.400Z,50.8486225,3.1447989,20.364,-0.22,0.33,0.37,16.243,18.125,0.85,15
$GNSS,2024-09-07T11:59:45.600Z,50.8486247,3.1447923,21.325,-0.13,0.29,0.26,14.567,16.652,0.77,14
$GNSS,2024-09-07T11:59:45.800Z,50.8486257,3.1447960,21.048,0.08,0.02,0.38,13.011,15.493,0.75,15
$GNSS,2024-09-07T11:59:46.000Z,50.8486263,3.1448037,20.252,-0.05,-0.08,0.31,11.604,14.230,0.67,18
$GNSS,2024-09-07T11:59:46.200Z,50.8486258,3.1448122,19.850,0.08,0.01,0.40,10.670,13.313,0.63,18
$GNSS,2024-09-07T11:59:46.400Z,50.8486244,3.1448187,19.431,0.00,-0.04,0.28,9.817,12.497,0.61,18
$GNSS,2024-09-07T11:59:46.600Z,50.8486224,3.1448214,19.585,-0.25,0.35,0.11,9.020,11.811,0.62,20
$GNSS,2024-09-07T11:59:46.800Z,50.8486188,3.1448251,19.383,-0.40,-0.43,0.25,8.317,11.232,0.33,20
$GNSS,2024-09-07T11:59:47.000Z,50.8486172,3.1448274,19.067,0.00,0.33,0.33,7.802,10.528,0.62,20
$GNSS,2024-09-07T11:59:47.200Z,50.8486180,3.1448292,19.326,0.17,-0.18,0.12,7.381,9.608,0.58,20
$GNSS,2024-09-07T11:59:47.400Z,50.8486184,3.1448306,19.899,0.13,0.04,0.37,7.046,8.846,0.55,20
$GNSS,2024-09-07T11:59:47.600Z,50.8486186,3.1448312,20.224,-0.06,-0.11,0.25,6.767,8.348,0.56,20
$GNSS,2024-09-07T11:59:47.800Z,50.8486185,3.1448327,20.385,-0.20,0.43,0.12,6.517,8.018,0.64,21
$GNSS,2024-09-07T11:59:48.000Z,50.8486193,3.1448307,20.397,-0.02,0.67,0.21,6.243,7.658,0.50,22
$GNSS,2024-09-07T11:59:48.200Z,50.8486197,3.1448304,20.805,0.10,-0.68,-0.45,5.885,7.279,0.49,21
$GNSS,2024-09-07T11:59:48.400Z,50.8486209,3.1448278,20.992,0.20,-0.34,0.05,5.604,6.975,0.49,21
$GNSS,2024-09-07T11:59:48.600Z,50.8486227,3.1448223,20.904,0.74,-0.17,0.09,5.296,6.553,0.33,22
$GNSS,2024-09-07T11:59:48.800Z,50.8486241,3.1448207,20.890,0.30,-0.20,0.05,5.018,6.204,0.41,22
$GNSS,2024-09-07T11:59:49.000Z,50.8486241,3.1448191,20.571,-0.10,0.02,0.12,4.709,5.904,0.33,23
$GNSS,2024-09-07T11:59:49.200Z,50.8486236,3.1448186,20.360,-0.03,0.15,0.06,4.486,5.649,0.35,23
$GNSS,2024-09-07T11:59:49.400Z,50.8486233,3.1448202,20.387,0.17,0.20,0.04,4.283,5.480,0.29,23
$GNSS,2024-09-07T11:59:49.600Z,50.8486229,3.1448196,20.351,-0.05,0.03,0.21,4.096,5.284,0.33,23
$GNSS,2024-09-07T11:59:49.800Z,50.8486227,3.1448183,20.237,0.00,-0.23,0.29,3.939,5.107,0.33,23
$GNSS,2024-09-07T11:59:50.000Z,50.8486226,3.1448175,20.005,-0.20,-0.27,0.39,3.809,4.967,0.35,23
$GNSS,2024-09-07T11:59:50.200Z,50.8486222,3.1448160,19.608,-0.03,-0.16,0.08,3.693,4.814,0.30,23
$GNSS,2024-09-07T11:59:50.400Z,50.8486226,3.1448135,19.119,0.13,0.08,0.08,3.582,4.663,0.29,23
$GNSS,2024-09-07T11:59:50.600Z,50.8486231,3.1448120,18.670,-0.09,-0.14,0.27,3.482,4.530,0.30,23
$GNSS,2024-09-07T11:59:50.800Z,50.8486229,3.1448114,18.441,-0.01,0.05,0.24,3.403,4.412,0.32,23
$GNSS,2024-09-07T11:59:51.000Z,50.8486226,3.1448113,18.249,-0.09,0.00,0.09,3.326,4.303,0.24,23
$GNSS,2024-09-07T11:59:51.200Z,50.8486215,3.1448116,18.208,-1.05,0.31,-0.13,3.261,4.209,0.36,23
$GNSS,2024-09-07T11:59:51.400Z,50.8486204,3.1448116,18.073,-0.06,0.03,0.32,3.203,4.142,0.39,23
$GNSS,2024-09-07T11:59:51.600Z,50.8486206,3.1448110,18.044,0.19,-0.07,0.14,3.158,4.087,0.35,23
$GNSS,2024-09-07T11:59:51.800Z,50.8486208,3.1448102,18.049,-0.13,0.02,0.23,3.119,4.046,0.45,23
$GNSS,2024-09-07T11:59:52.000Z,50.8486209,3.1448095,17.979,0.02,-0.07,0.15,3.078,4.011,0.46,23
$GNSS,2024-09-07T11:59:52.200Z,50.8486211,3.1448087,17.984,0.18,-0.26,0.12,3.038,3.974,0.38,24
$GNSS,2024-09-07T11:59:52.400Z,50.8486211,3.1448090,18.266,-0.07,0.14,-0.75,3.001,3.925,0.40,23
$GNSS,2024-09-07T11:59:52.600Z,50.8486207,3.1448082,18.331,-0.35,-0.22,0.51,2.948,3.867,0.37,23
$GNSS,2024-09-07T11:59:52.800Z,50.8486206,3.1448067,18.384,0.22,-0.46,-0.06,2.899,3.816,0.31,23
$GNSS,2024-09-07T11:59:53.000Z,50.8486207,3.1448061,18.597,0.09,0.00,-0.61,2.855,3.746,0.33,24
$GNSS,2024-09-07T11:59:53.200Z,50.8486211,3.1448059,18.753,0.46,-0.28,-0.44,2.811,3.688,0.37,25
$GNSS,2024-09-07T11:59:53.400Z,50.8486214,3.1448061,18.867,0.04,-0.09,0.72,2.767,3.621,0.32,25
$GNSS,2024-09-07T11:59:53.600Z,50.8486220,3.1448059,18.781,0.23,-0.10,0.39,2.720,3.561,0.35,25
$GNSS,2024-09-07T11:59:53.800Z,50.8486225,3.1448059,18.806,0.34,-0.13,0.15,2.665,3.497,0.32,25
$GNSS,2024-09-07T11:59:54.000Z,50.8486226,3.1448055,18.767,0.10,-0.24,0.02,2.607,3.422,0.26,25
$GNSS,2024-09-07T11:59:54.200Z,50.8486222,3.1448051,18.761,-0.13,-0.15,0.00,2.553,3.350,0.18,25
$GNSS,2024-09-07T11:59:54.400Z,50.8486218,3.1448050,18.812,0.08,-0.16,0.13,2.501,3.282,0.24,26
$GNSS,2024-09-07T11:59:54.600Z,50.8486213,3.1448057,18.797,-0.05,0.43,0.42,2.452,3.218,0.22,26
$GNSS,2024-09-07T11:59:54.800Z,50.8486206,3.1448061,18.789,-0.24,-0.43,0.00,2.404,3.157,0.13,26
$GNSS,2024-09-07T11:59:55.000Z,50.8486199,3.1448054,18.781,-0.27,-0.22,0.09,2.363,3.101,0.20,26
$GNSS,2024-09-07T11:59:55.200Z,50.8486189,3.1448038,18.792,-0.57,-1.01,0.30,2.320,3.046,0.15,26
$GNSS,2024-09-07T11:59:55.400Z,50.8486178,3.1448009,18.779,-0.58,-0.98,0.03,2.277,2.995,0.14,26
$GNSS,2024-09-07T11:59:55.600Z,50.8486168,3.1447983,18.789,-0.40,-0.70,0.07,2.237,2.947,0.15,26
$GNSS,2024-09-07T11:59:55.800Z,50.8486160,3.1447963,18.780,-0.52,-0.53,0.19,2.198,2.901,0.17,26
$GNSS,2024-09-07T11:59:56.000Z,50.8486151,3.1447950,18.753,-0.58,-0.33,0.12,2.163,2.858,0.18,26
$GNSS,2024-09-07T11:59:56.200Z,50.8486147,3.1447927,18.748,-0.11,-0.80,-0.25,2.128,2.814,0.15,26
