$FLYS,1
$VAR,FIRMWARE_VER,v2023.09.22
$VAR,DEVICE_ID,003b0020484e501420353131
$VAR,SESSION_ID,55072643e03d4624726e6937
$COL,GNSS,time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,numSV
$UNIT,GNSS,,deg,deg,m,m/s,m/s,m/s,m,m,m/s,
$DATA
$GNSS,2024-11-23T09:27:25.000Z,50.8488063,3.1478755,-194.730,0.15,0.23,-0.12,246.609,953.717,6.04,4
$GNSS,2024-11-23T09:27:25.200Z,50.8488442,3.1477973,-194.390,-0.13,0.13,0.64,187.654,614.557,9.38,4
$GNSS,2024-11-23T09:27:25.400Z,50.8490131,3.1476205,-98.135,-0.06,0.12,0.80,101.283,332.055,4.47,5
$GNSS,2024-11-23T09:27:25.600Z,50.8490386,3.1475301,-79.013,-0.10,0.18,0.87,73.062,244.541,3.31,5
$GNSS,2024-11-23T09:27:25.800Z,50.8491542,3.1473321,11.813,-0.08,0.19,0.10,46.519,105.295,1.28,6
$GNSS,2024-11-23T09:27:26.000Z,50.8491777,3.1472890,24.097,-0.06,0.20,0.27,34.591,68.547,1.34,7
$GNSS,2024-11-23T09:27:26.200Z,50.8491736,3.1472476,28.088,0.01,0.21,0.16,27.116,49.112,0.83,7
$GNSS,2024-11-23T09:27:26.400Z,50.8491688,3.1472264,28.323,-0.01,0.30,0.29,21.979,37.305,0.75,7
$GNSS,2024-11-23T09:27:26.600Z,50.8491632,3.1471991,29.343,-0.06,0.23,0.45,18.371,29.268,0.74,7
$GNSS,2024-11-23T09:27:26.800Z,50.8491516,3.1471572,26.437,-0.09,0.18,0.65,15.560,23.562,0.73,8
$GNSS,2024-11-23T09:27:27.000Z,50.8491461,3.1471300,24.319,-0.10,0.22,0.59,13.518,19.678,0.68,8
$GNSS,2024-11-23T09:27:27.200Z,50.8491401,3.1471089,22.982,-0.05,0.29,0.67,11.941,16.900,0.65,8
$GNSS,2024-11-23T09:27:27.400Z,50.8491372,3.1470959,23.215,0.02,0.34,0.62,10.331,12.566,0.39,11
$GNSS,2024-11-23T09:27:27.600Z,50.8491371,3.1470834,23.294,0.22,0.25,0.41,9.088,10.095,0.35,13
$GNSS,2024-11-23T09:27:27.800Z,50.8491354,3.1470732,22.948,0.15,0.15,0.41,8.122,8.475,0.32,15
$GNSS,2024-11-23T09:27:28.000Z,50.8491324,3.1470660,22.353,-0.01,0.01,0.16,7.369,7.376,0.38,15
$GNSS,2024-11-23T09:27:28.200Z,50.8491292,3.1470549,22.066,-0.03,0.04,0.07,6.708,6.580,0.33,16
$GNSS,2024-11-23T09:27:28.400Z,50.8491255,3.1470434,21.772,-0.10,-0.03,0.00,6.175,5.931,0.32,16
$GNSS,2024-11-23T09:27:28.600Z,50.8491220,3.1470305,21.627,0.07,0.02,0.02,5.713,5.412,0.35,17
$GNSS,2024-11-23T09:27:28.800Z,50.8491197,3.1470205,21.616,0.04,0.03,0.07,5.319,4.996,0.40,18
$GNSS,2024-11-23T09:27:29.000Z,50.8491181,3.1470137,21.466,0.04,0.08,0.06,4.960,4.652,0.38,19
$GNSS,2024-11-23T09:27:29.200Z,50.8491165,3.1470077,21.172,0.04,0.07,-0.02,4.651,4.360,0.33,21
